id,audio,data_file,idx,meta,row_group_no,session_id,text,uttid,asr_result
13417750,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/f38e7a569f5749b286a3e4281252f664?lk3s=56dfb1e9&x-expires=1849274775&x-signature=d5Tk3enghk6aYZMECM3697hmxBQ%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""第三章的章节名称是什么？""}, ""session_id"": ""Obscured_narrative_v2-session_19-1"", ""duration"": 3.41, ""turn_points"": [1.0, 3.41], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 第三章的章节名称是什么？"", ""start_time"": 1.0, ""end_time"": 3.41, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""第三章的章节名称是什么？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.41, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_19, | 第三章的章节名称是什么？,Obscured_narrative_v2-session_19-1,"[{""asr_result"": ""第 3 章的章节名称是什么？"", ""start_time"": 1.0, ""end_time"": 3.41}]"
13417751,https://lf3-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/b3b3d80ae88641319f5a38110810fefa?lk3s=56dfb1e9&x-expires=1849274775&x-signature=zlrNr%2F4klFORp3v1OnGZNH6efIM%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""豆包这个书的名字叫什么？""}, ""session_id"": ""Obscured_narrative_v2-session_21-1"", ""duration"": 3.3, ""turn_points"": [1.0, 3.3], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 豆包这个书的名字叫什么？"", ""start_time"": 1.0, ""end_time"": 3.3, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""豆包这个书的名字叫什么？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.3, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_21, | 豆包这个书的名字叫什么？,Obscured_narrative_v2-session_21-1,"[{""asr_result"": ""豆包，这个书的名字叫什么？"", ""start_time"": 1.0, ""end_time"": 3.3}]"
13417752,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/73d060cd2bc64fc1ae5bb4c03ab77b3e?lk3s=56dfb1e9&x-expires=1849274775&x-signature=RZoGkaGk5czM5eP4eZUzjz440wI%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""读一下第四题。""}, ""session_id"": ""Obscured_narrative_v2-session_22-1"", ""duration"": 2.3, ""turn_points"": [1.0, 2.3], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 读一下第四题。"", ""start_time"": 1.0, ""end_time"": 2.3, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""读一下第四题。"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 2.3, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_22, | 读一下第四题。,Obscured_narrative_v2-session_22-1,"[{""asr_result"": ""读一下第 4 题。"", ""start_time"": 1.0, ""end_time"": 2.3}]"
13417753,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/06357dadf99542d5b1bad0fe9e4c850f?lk3s=56dfb1e9&x-expires=1849274775&x-signature=ZkQXOy5mToi%2FdA2KYuYSni1LrOI%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""你好，豆包，请问这个药品的有效期是多久？""}, ""session_id"": ""Obscured_narrative_v2-session_2-1"", ""duration"": 4.508, ""turn_points"": [1.0, 4.508], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 你好，豆包，请问这个药品的有效期是多久？"", ""start_time"": 1.0, ""end_time"": 4.508, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""你好，豆包，请问这个药品的有效期是多久？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.508, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_2, | 你好，豆包，请问这个药品的有效期是多久？,Obscured_narrative_v2-session_2-1,"[{""asr_result"": ""你好，豆包。请问这个药品的有效期是多久？"", ""start_time"": 1.0, ""end_time"": 4.508}]"
13417754,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/905e22fbd6a3442a8541e5fb606bcb2f?lk3s=56dfb1e9&x-expires=1849274775&x-signature=2Rtr0qqYF7SQp6sWWvXaMga2UKM%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""你可以帮我读一下这个小说目录第一章的内容吗？""}, ""session_id"": ""Obscured_narrative_v2-session_23-1"", ""duration"": 4.602, ""turn_points"": [1.0, 4.602], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 你可以帮我读一下这个小说目录第一章的内容吗？"", ""start_time"": 1.0, ""end_time"": 4.602, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""你可以帮我读一下这个小说目录第一章的内容吗？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.602, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_23, | 你可以帮我读一下这个小说目录第一章的内容吗？,Obscured_narrative_v2-session_23-1,"[{""asr_result"": ""你可以帮我读一下这个小说目录第一章的内容吗？"", ""start_time"": 1.0, ""end_time"": 4.602}]"
13417755,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/873a6c6fffe24eaa87152df01b78ffc6?lk3s=56dfb1e9&x-expires=1849274775&x-signature=KZcB87LDXdyPHOZJYawrbIfVnco%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""藿香正气液是由什么中药成分组成的？""}, ""session_id"": ""Obscured_narrative_v2-session_24-1"", ""duration"": 4.614, ""turn_points"": [1.0, 4.614], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 藿香正气液是由什么中药成分组成的？"", ""start_time"": 1.0, ""end_time"": 4.614, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""藿香正气液是由什么中药成分组成的？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.614, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_24, | 藿香正气液是由什么中药成分组成的？,Obscured_narrative_v2-session_24-1,"[{""asr_result"": ""藿香正气液是由什么中药成分组成的？"", ""start_time"": 1.0, ""end_time"": 4.614}]"
13417756,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/198dc7badb594e8e8c98c9c3f3d40df0?lk3s=56dfb1e9&x-expires=1849274775&x-signature=5EYhVC9T1vGPKv%2Fgai7S5oUfIwk%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""这本小说有多少万字啊？""}, ""session_id"": ""Obscured_narrative_v2-session_25-1"", ""duration"": 2.901, ""turn_points"": [1.0, 2.901], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这本小说有多少万字啊？"", ""start_time"": 1.0, ""end_time"": 2.901, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这本小说有多少万字啊？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 2.901, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_25, | 这本小说有多少万字啊？,Obscured_narrative_v2-session_25-1,"[{""asr_result"": ""这本小说有多少万字啊？"", ""start_time"": 1.0, ""end_time"": 2.901}]"
13417757,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/9c9073febd2d4eb59055fcd6c5c196aa?lk3s=56dfb1e9&x-expires=1849274775&x-signature=9C4%2BOOPtLS%2FtnIJca5t22jLNTGE%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""现在车内的温度是多少度？""}, ""session_id"": ""Obscured_narrative_v2-session_27-1"", ""duration"": 3.351, ""turn_points"": [1.0, 3.351], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 现在车内的温度是多少度？"", ""start_time"": 1.0, ""end_time"": 3.351, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""现在车内的温度是多少度？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.351, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_27, | 现在车内的温度是多少度？,Obscured_narrative_v2-session_27-1,"[{""asr_result"": ""现在车内的温度是多少度？"", ""start_time"": 1.0, ""end_time"": 3.351}]"
13417758,https://lf9-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/f10ac6cb7765482d804cc214acfa0375?lk3s=56dfb1e9&x-expires=1849274775&x-signature=KxQRS2DFgIsSnipt41rtUgwxEKc%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""这是什么品牌的药？""}, ""session_id"": ""Obscured_narrative_v2-session_30-1"", ""duration"": 2.755, ""turn_points"": [1.0, 2.755], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 这是什么品牌的药？"", ""start_time"": 1.0, ""end_time"": 2.755, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""这是什么品牌的药？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 2.755, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_30, | 这是什么品牌的药？,Obscured_narrative_v2-session_30-1,"[{""asr_result"": ""这是什么品牌的药？"", ""start_time"": 1.0, ""end_time"": 2.755}]"
13417759,https://lf6-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/b3b4292ba9d747d581e50da193b2d4fc?lk3s=56dfb1e9&x-expires=1849274775&x-signature=qqbsCFJcloCmBT%2FmPaQ0eQRHWRY%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""你好，豆包，请帮我看一下第二大题的分值是多少？""}, ""session_id"": ""Obscured_narrative_v2-session_3-1"", ""duration"": 4.883, ""turn_points"": [1.0, 4.883], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 你好，豆包，请帮我看一下第二大题的分值是多少？"", ""start_time"": 1.0, ""end_time"": 4.883, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""你好，豆包，请帮我看一下第二大题的分值是多少？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.883, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_3, | 你好，豆包，请帮我看一下第二大题的分值是多少？,Obscured_narrative_v2-session_3-1,"[{""asr_result"": ""你好，豆包。请帮我看一下第二大题的分值是多少？"", ""start_time"": 1.0, ""end_time"": 4.883}]"
13417760,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/2d0e5ce31cc94b2aaeed8e1de02631c6?lk3s=56dfb1e9&x-expires=1849274775&x-signature=Euv%2FcaLJ%2FU6pKGF8tMZZlQjI0%2Fk%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""我现在玩到游戏的第几关了？""}, ""session_id"": ""Obscured_narrative_v2-session_26-1"", ""duration"": 3.395, ""turn_points"": [1.0, 3.395], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 我现在玩到游戏的第几关了？"", ""start_time"": 1.0, ""end_time"": 3.395, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""我现在玩到游戏的第几关了？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 3.395, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_26, | 我现在玩到游戏的第几关了？,Obscured_narrative_v2-session_26-1,"[{""asr_result"": ""我现在玩到游戏的第几关了？"", ""start_time"": 1.0, ""end_time"": 3.395}]"
13417761,https://lf26-bigspeech-sign.bytetos.com/bigspeech-platform/dorado_data_extract/e9d0e350ab1b470ea9212e8e708ae4bf?lk3s=56dfb1e9&x-expires=1849274775&x-signature=KdLXAOnW9ItdHTWfxQ9UV6yQ%2BPY%3D,../data/c82daf56-45a9-4e34-ad6c-cf41bb88754c_000000_0_000000.parquet,1,"{""content"": {""U_1"": """", ""A_2"": ""记录下这里的直播权限封禁了多少天？""}, ""session_id"": ""Obscured_narrative_v2-session_28-1"", ""duration"": 4.326, ""turn_points"": [1.0, 4.326], ""speech_prompt"": [], ""fe_sents"": [], ""text"": "" | 记录下这里的直播权限封禁了多少天？"", ""start_time"": 1.0, ""end_time"": 4.326, ""sents"": [{""text"": """", ""speaker_id"": ""U"", ""start_time"": 0, ""end_time"": 1.0, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}, {""text"": ""记录下这里的直播权限封禁了多少天？"", ""speaker_id"": ""A"", ""start_time"": 1.0, ""end_time"": 4.326, ""words"": [], ""speech_prompt"": {}, ""round_idx"": 0}]}",0,Obscured_narrative_v2-session_28, | 记录下这里的直播权限封禁了多少天？,Obscured_narrative_v2-session_28-1,"[{""asr_result"": ""记录下这里的直播权限封禁了多少天。"", ""start_time"": 1.0, ""end_time"": 4.326}]"
